,Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
188,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,2JD,Yes,305.0,D Felony,Public Order,OWI,Yes,New,Male
189,2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,7JD,No,,,,,Yes,No Recidivism,Male
190,2010,2013,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Male
191,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
192,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
193,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
194,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
195,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
196,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
197,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
198,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
199,2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,7JD,No,,,,,Yes,No Recidivism,Male
200,2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,377.0,D Felony,Property,Theft,No,New,Male
201,2010,2013,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,473.0,Aggravated Misdemeanor,Property,Vandalism,No,New,Male
202,2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,776.0,Aggravated Misdemeanor,Property,Vandalism,No,New,Male
203,2010,2013,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
204,2010,2013,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
205,2010,2013,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
206,2010,2013,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,1JD,No,,,,,Yes,No Recidivism,Female
207,2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,No,,,,,Yes,No Recidivism,Male
208,2010,2013,White - Non-Hispanic,55 and Older,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,411.0,Aggravated Misdemeanor,Public Order,Traffic,No,New,Male
209,2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
210,2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
211,2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
212,2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,Yes,1094.0,Aggravated Misdemeanor,Public Order,Traffic,No,New,Male
213,2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,342.0,,,,Yes,Tech,Male
214,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Theft,Parole,2JD,Yes,262.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
215,2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Arson,Parole,4JD,No,,,,,Yes,No Recidivism,Male
216,2010,2013,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,392.0,D Felony,Drug,Trafficking,No,New,Male
217,2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,1JD,Yes,470.0,C Felony,Drug,Trafficking,Yes,New,Male
218,2010,2013,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
219,2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,3JD,Yes,218.0,,,,Yes,Tech,Male
220,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
221,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
222,2010,2013,White - Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,202.0,,,,Yes,Tech,Female
223,2010,2013,White - Hispanic,Under 25,C Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
224,2010,2013,White - Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
225,2010,2013,White - Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
226,2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
227,2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
228,2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
229,2010,2013,White - Hispanic,25-34,D Felony,Drug,Trafficking,Parole,6JD,Yes,252.0,,,,Yes,Tech,Male
230,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Male
231,2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
232,2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
233,2010,2013,White - Non-Hispanic,45-54,B Felony,Violent,Sex,Parole,7JD,No,,,,,Yes,No Recidivism,Male
234,2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,8JD,Yes,178.0,,,,Yes,Tech,Male
235,2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,Parole,6JD,Yes,159.0,,,,Yes,Tech,Female
236,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,4JD,No,,,,,Yes,No Recidivism,Male
237,2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,7JD,No,,,,,Yes,No Recidivism,Male
238,2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,457.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Male
239,2010,2013,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,6JD,No,,,,,Yes,No Recidivism,Male
240,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
241,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
242,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
243,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
244,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
245,2010,2013,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,103.0,D Felony,Property,Burglary,No,New,Male
246,2010,2013,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
247,2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,3JD,Yes,86.0,,,,Yes,Tech,Male
248,2010,2013,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,3JD,No,,,,,Yes,No Recidivism,Male
249,2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,3JD,Yes,26.0,,,,Yes,Tech,Male
250,2010,2013,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,7JD,No,,,,,Yes,No Recidivism,Male
251,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
252,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
253,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
254,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
255,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
256,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
257,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
258,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
259,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
260,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
261,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
262,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
263,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
264,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
265,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
266,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
267,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
268,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
269,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
270,2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,66.0,,,,Yes,Tech,Female
271,2010,2013,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Female
272,2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,2JD,Yes,383.0,C Felony,Drug,Trafficking,Yes,New,Male
273,2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Public Order,Flight/Escape,Parole,1JD,Yes,385.0,D Felony,Property,Theft,Yes,New,Female
274,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,8JD,No,,,,,Yes,No Recidivism,Male
275,2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,7JD,No,,,,,Yes,No Recidivism,Male
276,2010,2013,Black - Non-Hispanic,35-44,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,240.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Male
277,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,4JD,Yes,456.0,,,,Yes,Tech,Male
278,2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,Yes,385.0,,,,Yes,Tech,Male
279,2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,173.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
280,2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,160.0,,,,Yes,Tech,Male
281,2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,912.0,C Felony,Drug,Trafficking,Yes,New,Male
282,2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,174.0,,,,Yes,Tech,Male
283,2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,842.0,,,,Yes,Tech,Male
284,2010,2013,White - Non-Hispanic,45-54,C Felony,Property,Arson,Parole,4JD,No,,,,,Yes,No Recidivism,Male
285,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Violent,Murder/Manslaughter,Parole,2JD,No,,,,,Yes,No Recidivism,Male
286,2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,7JD,Yes,1027.0,Serious Misdemeanor,Public Order,OWI,Yes,New,Male
287,2010,2013,White -,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
288,2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Male
289,2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Male
290,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,228.0,,,,No,Tech,Male
291,2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,1087.0,D Felony,Drug,Drug Possession,Yes,New,Male
292,2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,3JD,Yes,133.0,D Felony,Drug,Trafficking,Yes,New,Male
293,2010,2013,White - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,Parole,5JD,No,,,,,Yes,No Recidivism,Male
294,2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,175.0,,,,Yes,Tech,Male
295,2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,708.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
296,2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Other Drug,Parole,8JD,No,,,,,Yes,No Recidivism,Male
297,2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,497.0,Aggravated Misdemeanor,Property,Burglary,No,New,Male
298,2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,No,,,,,Yes,No Recidivism,Male
299,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,Yes,1009.0,,,,No,Tech,Male
300,2010,2013,Black - Non-Hispanic,35-44,D Felony,Drug,Other Drug,Parole,1JD,No,,,,,Yes,No Recidivism,Male
301,2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,405.0,B Felony,Drug,Trafficking,Yes,New,Male
302,2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,No,,,,,Yes,No Recidivism,Male
303,2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,376.0,D Felony,Property,Burglary,No,New,Male
304,2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,655.0,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Male
305,2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Male
306,2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Male
307,2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,692.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
308,2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,7JD,Yes,143.0,,,,Yes,Tech,Male
309,2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
310,2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
311,2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,5JD,Yes,362.0,,,,Yes,Tech,Male
312,2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,4JD,Yes,492.0,C Felony,Violent,Murder/Manslaughter,Yes,New,Male
313,2010,2013,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,4JD,Yes,350.0,Aggravated Misdemeanor,Property,Burglary,Yes,New,Male
314,2010,2013,Black - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,,,,,Yes,No Recidivism,Male
315,2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Violent,Sex,Parole,8JD,No,,,,,Yes,No Recidivism,Male
316,2010,2013,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,2JD,Yes,366.0,Serious Misdemeanor,Drug,Drug Possession,Yes,New,Male
317,2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,474.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
318,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
319,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
320,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
321,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
322,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
323,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
324,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
325,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
326,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
327,2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
328,2010,2013,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
329,2010,2013,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Parole,2JD,No,,,,,Yes,No Recidivism,Male
330,2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Parole,7JD,Yes,223.0,,,,Yes,Tech,Male
331,2010,2013,White - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,,,,,Yes,No Recidivism,Male
332,2010,2013,White - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,,,,,Yes,No Recidivism,Male
333,2010,2013,White - Non-Hispanic,25-34,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,,,,,Yes,No Recidivism,Male
334,2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Vandalism,Parole,5JD,No,,,,,Yes,No Recidivism,Male
335,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
336,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
337,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
338,2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
339,2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,8JD,No,,,,,Yes,No Recidivism,Male
340,2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,,,,,Yes,No Recidivism,Male
341,2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,,,,,Yes,No Recidivism,Male
342,2010,2013,White - Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,3JD,No,,,,,Yes,No Recidivism,Male
343,2010,2013,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
344,2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Female
345,2010,2013,White - Hispanic,Under 25,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
346,2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,,,,,Yes,No Recidivism,Male
347,2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,275.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,New,Male
348,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,,,,,Yes,No Recidivism,Male
349,2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,,,,,Yes,No Recidivism,Male
350,2010,2013,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
